Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
963,25,963-25,Leaf,,,,,-5.19922323e-05,437929.875,
963,26,963-26,Leaf,,,,,0.000317773316,172861.906,
963,27,963-27,Leaf,,,,,0.00169445854,22595.6797,
963,28,963-28,Leaf,,,,,-5.05084899e-05,27035.1934,
963,29,963-29,Leaf,,,,,-0.00143101474,17226.9746,
963,30,963-30,Leaf,,,,,0.00149149855,5058.37598,
964,0,964-0,f0,2.05374885,964-1,964-2,964-2,2.71768785,1161227.88,
964,1,964-1,f1,14.5333338,964-3,964-4,964-4,1.35117066,1158875.5,
964,2,964-2,f1,5.38333321,964-5,964-6,964-6,14.5594063,2352.4082,
964,3,964-3,f1,14.3500004,964-7,964-8,964-8,2.21913981,1111206.38,
964,4,964-4,f0,-0.0501535833,964-9,964-10,964-10,12.4347095,47669.082,
964,5,964-5,f1,0.966666639,964-11,964-12,964-12,13.1744003,2034.64404,
964,6,964-6,f1,5.5,964-13,964-14,964-14,22.1660957,317.76413,
964,7,964-7,f5,0.00999999978,964-15,964-16,964-16,1.70529044,1084660.12,
964,8,964-8,f0,0.227544978,964-17,964-18,964-18,28.5973873,26546.2246,
964,9,964-9,f1,14.7833338,964-19,964-20,964-20,6.84769154,16256.8096,
964,10,964-10,f1,14.7333336,964-21,964-22,964-22,10.3985233,31412.2715,
964,11,964-11,f1,0.400000006,964-23,964-24,964-24,8.85529709,446.554413,
964,12,964-12,f1,1.4666667,964-25,964-26,964-26,14.0846043,1588.0896,
964,13,964-13,f1,5.4333334,964-27,964-28,964-28,4.71095657,18.3814106,
964,14,964-14,f1,6.4666667,964-29,964-30,964-30,11.0126686,299.382721,
964,15,964-15,Leaf,,,,,0.000251051359,21455.0723,
964,16,964-16,Leaf,,,,,-1.90855171e-05,1063205.12,
964,17,964-17,Leaf,,,,,0.000748020364,21378.127,
964,18,964-18,Leaf,,,,,-0.00173854805,5168.09717,
964,19,964-19,Leaf,,,,,0.00087519025,11910.7695,
964,20,964-20,Leaf,,,,,-0.000515920343,4346.04102,
964,21,964-21,Leaf,,,,,-0.00101589586,17169.4824,
964,22,964-22,Leaf,,,,,8.05136369e-05,14242.79,
964,23,964-23,Leaf,,,,,0.00696907053,71.9126205,
964,24,964-24,Leaf,,,,,-0.00446042232,374.641785,
964,25,964-25,Leaf,,,,,0.00945492648,269.597656,
964,26,964-26,Leaf,,,,,0.00193841499,1318.49194,
964,27,964-27,Leaf,,,,,-0.0150367673,7.56705046,
964,28,964-28,Leaf,,,,,-0.0482436903,10.8143597,
964,29,964-29,Leaf,,,,,-0.00907744188,139.124664,
964,30,964-30,Leaf,,,,,0.00242516911,160.258041,
965,0,965-0,f2,-0.860000014,965-1,965-2,965-2,0.94841522,1161085.25,
965,1,965-1,f0,-1.75068605,965-3,965-4,965-4,1.40330482,19.6403599,
965,2,965-2,f2,-0.779999971,965-5,965-6,965-6,1.73046172,1161065.5,
965,3,965-3,f0,-2.05374885,965-7,965-8,965-8,1.33577275,12.4792013,
965,4,965-4,Leaf,,,,,-0.00383274956,7.16115856,
965,5,965-5,f1,0.616666675,965-9,965-10,965-10,0.700563788,21.5696487,
965,6,965-6,f2,-0.330000013,965-11,965-12,965-12,0.833990574,1161044.0,
965,7,965-7,Leaf,,,,,0.00259757997,6.9359951,
965,8,965-8,Leaf,,,,,0.0219286643,5.54320621,
965,9,965-9,f0,-1.2815516,965-13,965-14,965-14,1.4157927,12.8803778,
965,10,965-10,Leaf,,,,,-0.014456952,8.68927002,
965,11,965-11,f1,13.7833338,965-15,965-16,965-16,3.02643847,463.810425,
965,12,965-12,f2,-0.300000012,965-17,965-18,965-18,1.08236325,1160580.12,
965,13,965-13,Leaf,,,,,0.00549489073,6.95181608,
965,14,965-14,Leaf,,,,,-0.0131350942,5.92856169,
965,15,965-15,Leaf,,,,,-0.000158972995,384.435547,
965,16,965-16,Leaf,,,,,-0.00656049419,79.3748932,
965,17,965-17,Leaf,,,,,0.00299227145,108.132202,
965,18,965-18,Leaf,,,,,4.470161e-06,1160472.0,
966,0,966-0,f0,2.05374885,966-1,966-2,966-2,0.946022332,1161434.38,
966,1,966-1,f3,0.400000006,966-3,966-4,966-4,1.20779586,1159081.0,
966,2,966-2,f1,4.51666689,966-5,966-6,966-6,8.25023556,2353.34253,
966,3,966-3,f3,0.389999986,966-7,966-8,966-8,1.95717716,1158412.75,
966,4,966-4,f1,14.6833334,966-9,966-10,966-10,9.51946926,668.214355,
966,5,966-5,f1,3.5999999,966-11,966-12,966-12,15.5117035,1894.39966,
966,6,966-6,f1,7.73333311,966-13,966-14,966-14,11.1244335,458.94278,
966,7,966-7,f3,0.370000005,966-15,966-16,966-16,1.15488815,1158369.38,
966,8,966-8,f1,0.716666639,966-17,966-18,966-18,4.0404501,43.4825554,
966,9,966-9,f1,10.9666662,966-19,966-20,966-20,3.98141408,628.999207,
966,10,966-10,f3,0.519999981,966-21,966-22,966-22,2.15203094,39.2151299,
966,11,966-11,f1,3.13333344,966-23,966-24,966-24,29.0240288,1689.44055,
966,12,966-12,f3,0.0399999991,966-25,966-26,966-26,5.66161537,204.959137,
966,13,966-13,f1,7.13333321,966-27,966-28,966-28,21.674572,381.731323,
966,14,966-14,f1,11.5666666,966-29,966-30,966-30,9.17709351,77.2114639,
966,15,966-15,Leaf,,,,,-3.30993498e-06,1158276.62,
966,16,966-16,Leaf,,,,,-0.00333386892,92.7094269,
966,17,966-17,Leaf,,,,,0.0208914187,11.3291521,
966,18,966-18,Leaf,,,,,0.000669340487,32.1534042,
966,19,966-19,Leaf,,,,,-0.00135367364,538.501404,
966,20,966-20,Leaf,,,,,0.00541433832,90.4977951,
966,21,966-21,Leaf,,,,,-0.0118357744,33.4359741,
966,22,966-22,Leaf,,,,,-0.0314050391,5.77915573,
966,23,966-23,Leaf,,,,,0.00182204891,1524.0741,
966,24,966-24,Leaf,,,,,-0.0113742566,165.366486,
966,25,966-25,Leaf,,,,,0.010102977,199.438568,
966,26,966-26,Leaf,,,,,-0.0185385011,5.52056408,
966,27,966-27,Leaf,,,,,-0.00283158338,347.651154,
966,28,966-28,Leaf,,,,,-0.0275871754,34.0801544,
966,29,966-29,Leaf,,,,,0.0137338219,55.4138908,
966,30,966-30,Leaf,,,,,-0.00889254361,21.797575,
967,0,967-0,f5,0.389999986,967-1,967-2,967-2,1.51633573,1161029.75,
967,1,967-1,f1,1.73333335,967-3,967-4,967-4,3.64633298,1093499.25,
967,2,967-2,f1,8.75,967-5,967-6,967-6,10.9714804,67530.4609,
967,3,967-3,f5,0.300000012,967-7,967-8,967-8,13.5983458,29095.2402,
967,4,967-4,f2,-0.579999983,967-9,967-10,967-10,7.34010696,1064404.0,
967,5,967-5,f1,6.3499999,967-11,967-12,967-12,28.0505772,57608.5312,
967,6,967-6,f3,0.0299999993,967-13,967-14,967-14,27.341938,9921.93457,
967,7,967-7,f5,0.0900000036,967-15,967-16,967-16,17.0246964,22879.4902,
967,8,967-8,f1,1.26666665,967-17,967-18,967-18,50.2314987,6215.74951,
967,9,967-9,f1,9.16666698,967-19,967-20,967-20,1.6884203,11.7129965,
967,10,967-10,f2,0.519999981,967-21,967-22,967-22,3.54641342,1064392.38,
967,11,967-11,f1,3.54999995,967-23,967-24,967-24,18.4475346,44708.3281,
967,12,967-12,f1,7.0666666,967-25,967-26,967-26,20.6558418,12900.2012,
967,13,967-13,f1,11.2333336,967-27,967-28,967-28,12.3539476,9223.43652,
967,14,967-14,f1,12.3000002,967-29,967-30,967-30,17.7040367,698.497742,
967,15,967-15,Leaf,,,,,0.00121887086,7144.16016,
967,16,967-16,Leaf,,,,,-0.000546944852,15735.3311,
967,17,967-17,Leaf,,,,,-0.00104216137,3187.14014,
967,18,967-18,Leaf,,,,,0.00435264688,3028.60938,
967,19,967-19,Leaf,,,,,-0.0318499245,6.67249203,
967,20,967-20,Leaf,,,,,-0.00751617644,5.04050493,
967,21,967-21,Leaf,,,,,2.12888494e-06,1064366.12,
967,22,967-22,Leaf,,,,,0.0108296089,26.2262707,
967,23,967-23,Leaf,,,,,-0.000542893365,22533.4805,
967,24,967-24,Leaf,,,,,0.000675901189,22174.8496,
967,25,967-25,Leaf,,,,,-0.00312993093,4632.05469,
967,26,967-26,Leaf,,,,,-0.000627640227,8268.14648,
967,27,967-27,Leaf,,,,,0.00193442916,6477.27881,
967,28,967-28,Leaf,,,,,-0.000466476049,2746.15771,
967,29,967-29,Leaf,,,,,-0.00785748102,507.571106,
967,30,967-30,Leaf,,,,,0.00284410524,190.92662,
968,0,968-0,f3,0.949999988,968-1,968-2,968-2,1.31630385,1161273.62,
968,1,968-1,f3,0.930000007,968-3,968-4,968-4,1.43788135,1161265.88,
968,2,968-2,Leaf,,,,,0.0115813836,7.8164053,
968,3,968-3,f3,0.860000014,968-5,968-6,968-6,1.090886,1161260.62,
968,4,968-4,Leaf,,,,,-0.0143957436,5.25360966,
968,5,968-5,f0,2.05374885,968-7,968-8,968-8,1.00690949,1161226.88,
968,6,968-6,f0,1.64485359,968-9,968-10,968-10,1.30331564,33.7563133,
968,7,968-7,Leaf,,,,,-1.1870311e-05,1158881.38,
968,8,968-8,Leaf,,,,,0.000610218267,2345.427,
968,9,968-9,Leaf,,,,,0.00847361609,25.9275742,
968,10,968-10,Leaf,,,,,-0.00496267248,7.82873821,
969,0,969-0,f1,14.4499998,969-1,969-2,969-2,1.95139956,1161441.62,
969,1,969-1,f5,0.0399999991,969-3,969-4,969-4,4.15102434,1101376.25,
969,2,969-2,f0,0.0,969-5,969-6,969-6,12.0755424,60065.3438,
969,3,969-3,f1,14.0666666,969-7,969-8,969-8,19.9896946,139480.312,
969,4,969-4,f1,14.0666666,969-9,969-10,969-10,10.1038094,961895.938,
969,5,969-5,f0,-0.495850354,969-11,969-12,969-12,7.90961981,27689.3164,
969,6,969-6,f0,0.467698812,969-13,969-14,969-14,10.2675667,32376.0254,
969,7,969-7,f1,13.6499996,969-15,969-16,969-16,15.0398693,125605.508,
969,8,969-8,f2,0.189999998,969-17,969-18,969-18,8.05435753,13874.7988,
969,9,969-9,f1,13.6000004,969-19,969-20,969-20,5.04284096,925173.25,
969,10,969-10,f0,0.95416528,969-21,969-22,969-22,40.0738792,36722.6992,
969,11,969-11,f1,14.6333332,969-23,969-24,969-24,27.5487556,838.894409,
969,12,969-12,f1,14.4833336,969-25,969-26,969-26,5.706954,26850.4219,
969,13,969-13,f0,0.358458787,969-27,969-28,969-28,9.92682838,31004.6445,
969,14,969-14,f3,0.0199999996,969-29,969-30,969-30,40.0189056,1371.38098,
969,15,969-15,Leaf,,,,,0.000132402361,112903.461,
969,16,969-16,Leaf,,,,,-0.000956381031,12702.0527,
969,17,969-17,Leaf,,,,,0.00124552124,13861.2617,
969,18,969-18,Leaf,,,,,-0.0210990123,13.5370226,
969,19,969-19,Leaf,,,,,-3.04887453e-05,877107.25,
969,20,969-20,Leaf,,,,,0.000285099464,48066.0078,
969,21,969-21,Leaf,,,,,-0.000573346275,36623.3398,
969,22,969-22,Leaf,,,,,0.0184098221,99.3594437,
969,23,969-23,Leaf,,,,,-0.0081420932,410.209381,
969,24,969-24,Leaf,,,,,0.00272204285,428.685028,
969,25,969-25,Leaf,,,,,-0.00109855272,2206.67456,
969,26,969-26,Leaf,,,,,0.000493622967,24643.748,
969,27,969-27,Leaf,,,,,-0.000555743289,29113.1328,
969,28,969-28,Leaf,,,,,-0.00279804599,1891.51257,
969,29,969-29,Leaf,,,,,0.00610355148,828.666016,
969,30,969-30,Leaf,,,,,-0.00436858321,542.714905,
970,0,970-0,f2,0.930000007,970-1,970-2,970-2,1.21224093,1161158.38,
970,1,970-1,f2,0.109999999,970-3,970-4,970-4,0.907708883,1161150.38,
970,2,970-2,Leaf,,,,,-0.0110268751,7.99756289,
970,3,970-3,f1,8.46666622,970-5,970-6,970-6,0.781263709,1157012.25,
970,4,970-4,f1,1.11666667,970-7,970-8,970-8,4.74614763,4138.07471,
970,5,970-5,f5,0.0599999987,970-9,970-10,970-10,6.47132778,465668.094,
970,6,970-6,f1,8.58333302,970-11,970-12,970-12,7.09360361,691344.188,
970,7,970-7,f1,0.616666675,970-13,970-14,970-14,11.2166042,1075.17419,
970,8,970-8,f1,4.63333321,970-15,970-16,970-16,5.10747051,3062.90039,
970,9,970-9,Leaf,,,,,0.000298664032,61995.1523,
970,10,970-10,Leaf,,,,,-3.0535648e-05,403672.938,
970,11,970-11,Leaf,,,,,-0.00087144901,9047.25781,
970,12,970-12,Leaf,,,,,-2.59112148e-05,682296.938,
970,13,970-13,Leaf,,,,,0.00221114163,466.588379,
970,14,970-14,Leaf,,,,,-0.00396590913,608.585815,
970,15,970-15,Leaf,,,,,0.00314470963,768.807617,
970,16,970-16,Leaf,,,,,0.00032053687,2294.09277,
971,0,971-0,f1,14.3500004,971-1,971-2,971-2,1.64582801,1161076.5,
971,1,971-1,f5,0.0399999991,971-3,971-4,971-4,1.70876968,1086828.38,
971,2,971-2,f0,0.253347099,971-5,971-6,971-6,11.4956417,74248.0781,
971,3,971-3,f1,10.2666664,971-7,971-8,971-8,10.689312,135124.812,
971,4,971-4,f1,14.1166668,971-9,971-10,971-10,7.77716875,951703.562,
971,5,971-5,f1,14.4499998,971-11,971-12,971-12,13.6350594,64552.3516,
971,6,971-6,f0,0.412463129,971-13,971-14,971-14,24.8135853,9695.72363,
971,7,971-7,f1,10.1499996,971-15,971-16,971-16,31.4286289,57483.8008,
971,8,971-8,f1,11.1833334,971-17,971-18,971-18,38.4402313,77641.0078,
971,9,971-9,f1,13.6000004,971-19,971-20,971-20,7.69285822,929487.688,
971,10,971-10,f0,0.877896309,971-21,971-22,971-22,38.5316544,22215.8691,
971,11,971-11,f0,-0.439913154,971-23,971-24,971-24,11.7914238,11795.8262,
971,12,971-12,f5,0.0399999991,971-25,971-26,971-26,12.3302937,52756.5273,
971,13,971-13,f1,14.5333338,971-27,971-28,971-28,25.0763054,6745.96631,
971,14,971-14,f3,0.0199999996,971-29,971-30,971-30,20.5088139,2949.75757,
971,15,971-15,Leaf,,,,,-0.000122406535,56206.3438,
971,16,971-16,Leaf,,,,,-0.00487931725,1277.45764,
971,17,971-17,Leaf,,,,,0.00198768475,10626.8809,
971,18,971-18,Leaf,,,,,4.56533198e-05,67014.1328,
971,19,971-19,Leaf,,,,,-3.99831915e-05,876914.625,
971,20,971-20,Leaf,,,,,0.000333630305,52573.1055,
971,21,971-21,Leaf,,,,,-0.000663603423,22133.1914,
971,22,971-22,Leaf,,,,,0.019732492,82.6775742,
971,23,971-23,Leaf,,,,,-0.00345871272,469.601593,
971,24,971-24,Leaf,,,,,0.00138798601,11326.2236,
971,25,971-25,Leaf,,,,,-0.000436075759,23968.6035,
971,26,971-26,Leaf,,,,,0.000485033612,28787.9238,
971,27,971-27,Leaf,,,,,-0.0039056181,2961.67017,
971,28,971-28,Leaf,,,,,-0.000220254471,3784.2959,
971,29,971-29,Leaf,,,,,0.00325888162,1943.64771,
971,30,971-30,Leaf,,,,,-0.0020158214,1006.1098,
972,0,972-0,f1,13.1499996,972-1,972-2,972-2,1.89925861,1161348.12,
972,1,972-1,f1,12.916667,972-3,972-4,972-4,2.64334416,933883.5,
972,2,972-2,f0,-0.9153651,972-5,972-6,972-6,12.0619345,227464.656,
972,3,972-3,f1,12.8666668,972-7,972-8,972-8,3.49444556,904769.812,
972,4,972-4,f0,0.772193193,972-9,972-10,972-10,18.6807117,29113.6797,
972,5,972-5,f1,13.1999998,972-11,972-12,972-12,14.7672901,1136.16382,
972,6,972-6,f0,-0.33185336,972-13,972-14,972-14,15.222929,226328.484,
972,7,972-7,f1,12.7666664,972-15,972-16,972-16,2.51516438,898593.375,
972,8,972-8,f0,0.439913154,972-17,972-18,972-18,20.8281021,6176.42969,
972,9,972-9,f0,0.385320455,972-19,972-20,972-20,26.3620911,28238.7461,
972,10,972-10,f0,0.84162122,972-21,972-22,972-22,13.0408764,874.934875,
972,11,972-11,f0,-0.95416528,972-23,972-24,972-24,3.08340263,56.8935318,
972,12,972-12,f1,13.7833338,972-25,972-26,972-26,18.3490829,1079.27026,
972,13,972-13,f0,-0.467698812,972-27,972-28,972-28,17.6653976,24997.7051,
972,14,972-14,f0,0.772193193,972-29,972-30,972-30,8.55608654,201330.781,
972,15,972-15,Leaf,,,,,1.87008154e-05,886602.375,
972,16,972-16,Leaf,,,,,0.000456098176,11990.9951,
972,17,972-17,Leaf,,,,,2.22473882e-05,5289.56689,
972,18,972-18,Leaf,,,,,-0.00494329445,886.862793,
972,19,972-19,Leaf,,,,,0.000547485019,24259.334,
972,20,972-20,Leaf,,,,,-0.00208664499,3979.41064,
972,21,972-21,Leaf,,,,,0.0102973944,256.588715,
972,22,972-22,Leaf,,,,,0.00225800648,618.34613,
972,23,972-23,Leaf,,,,,-0.00823043659,47.1293297,
972,24,972-24,Leaf,,,,,-0.0264211986,9.76420498,
972,25,972-25,Leaf,,,,,0.00722653279,610.425293,
972,26,972-26,Leaf,,,,,-0.000660913996,468.845032,
972,27,972-27,Leaf,,,,,9.32346884e-05,11344.4014,
972,28,972-28,Leaf,,,,,-0.00150858646,13653.3027,
972,29,972-29,Leaf,,,,,2.66495936e-05,198489.297,
972,30,972-30,Leaf,,,,,-0.00163101766,2841.48486,
973,0,973-0,f2,-0.0399999991,973-1,973-2,973-2,1.05296731,1160979.25,
973,1,973-1,f0,0.84162122,973-3,973-4,973-4,4.26032782,17189.9375,
973,2,973-2,f2,0.899999976,973-5,973-6,973-6,0.687662601,1143789.25,
973,3,973-3,f0,0.553384721,973-7,973-8,973-8,3.90874338,16415.0371,
973,4,973-4,f0,1.40507162,973-9,973-10,973-10,3.98991513,774.901428,
973,5,973-5,f2,0.629999995,973-11,973-12,973-12,0.982239842,1143774.0,
973,6,973-6,f0,1.88079357,973-13,973-14,973-14,0.453477859,15.2864637,
973,7,973-7,f0,0.176374167,973-15,973-16,973-16,2.65245605,15322.4824,
973,8,973-8,f0,0.738846838,973-17,973-18,973-18,2.12633848,1092.55371,
973,9,973-9,f2,-0.109999999,973-19,973-20,973-20,2.89167976,735.417603,
973,10,973-10,f0,1.55477357,973-21,973-22,973-22,0.300126076,39.4838219,
973,11,973-11,f2,0.560000002,973-23,973-24,973-24,1.5085007,1143691.88,
973,12,973-12,f0,1.75068605,973-25,973-26,973-26,2.51055431,82.1534882,
973,13,973-13,Leaf,,,,,0.000789845071,7.72954369,
973,14,973-14,Leaf,,,,,0.0109255109,7.55691957,
973,15,973-15,Leaf,,,,,0.000405170082,12429.0986,
973,16,973-16,Leaf,,,,,-0.000603216584,2893.38379,
973,17,973-17,Leaf,,,,,0.00288247457,793.693726,
973,18,973-18,Leaf,,,,,-8.5653548e-05,298.860016,
973,19,973-19,Leaf,,,,,0.00345950946,67.1352158,
973,20,973-20,Leaf,,,,,-0.00303516584,668.28241,
973,21,973-21,Leaf,,,,,0.00583558436,33.7039146,
973,22,973-22,Leaf,,,,,0.0133617371,5.77990532,
973,23,973-23,Leaf,,,,,-8.41163171e-07,1143656.0,
973,24,973-24,Leaf,,,,,0.00607646722,35.760334,
973,25,973-25,Leaf,,,,,-0.00572641753,67.2833328,
973,26,973-26,Leaf,,,,,0.00755064003,14.8701591,
974,0,974-0,f1,14.5333338,974-1,974-2,974-2,1.15155149,1161115.88,
974,1,974-1,f1,14.3500004,974-3,974-4,974-4,1.64840937,1113406.88,
974,2,974-2,f0,-0.0250689089,974-5,974-6,974-6,9.82872963,47708.957,
974,3,974-3,f2,-0.0199999996,974-7,974-8,974-8,1.88684535,1086849.75,
974,4,974-4,f0,0.227544978,974-9,974-10,974-10,28.0285931,26557.1953,
974,5,974-5,f1,14.583333,974-11,974-12,974-12,7.63237476,19255.6621,
974,6,974-6,f0,0.227544978,974-13,974-14,974-14,5.80006218,28453.2969,
974,7,974-7,f5,0.230000004,974-15,974-16,974-16,10.5220804,52166.2695,
974,8,974-8,f0,-0.706302583,974-17,974-18,974-18,1.68498659,1034683.44,
974,9,974-9,f0,-0.467698812,974-19,974-20,974-20,24.2256775,21373.5254,
974,10,974-10,f0,0.412463129,974-21,974-22,974-22,31.4906559,5183.6709,
974,11,974-11,f0,-0.772193193,974-23,974-24,974-24,15.6860266,2869.0166,
974,12,974-12,f1,14.7833338,974-25,974-26,974-26,9.1961956,16386.6445,
974,13,974-13,f1,14.7833338,974-27,974-28,974-28,9.15437698,22048.1875,
974,14,974-14,f2,0.0799999982,974-29,974-30,974-30,8.99320984,6405.10938,
974,15,974-15,Leaf,,,,,-0.000443596102,37809.2461,
974,16,974-16,Leaf,,,,,0.000510350161,14357.0225,
974,17,974-17,Leaf,,,,,-0.000104977524,113914.492,
974,18,974-18,Leaf,,,,,1.73309945e-05,920769.0,
974,19,974-19,Leaf,,,,,-0.00497534126,651.991577,
974,20,974-20,Leaf,,,,,0.000893434219,20721.5332,
974,21,974-21,Leaf,,,,,-0.00322377053,3701.81543,
974,22,974-22,Leaf,,,,,0.00195018202,1481.85547,
974,23,974-23,Leaf,,,,,0.0317336023,12.0740204,
974,24,974-24,Leaf,,,,,-0.00120318937,2856.94263,
974,25,974-25,Leaf,,,,,0.00113824091,10748.0703,
974,26,974-26,Leaf,,,,,-0.000357645011,5638.5752,
974,27,974-27,Leaf,,,,,-0.00118429144,14312.0479,
974,28,974-28,Leaf,,,,,9.65628278e-05,7736.13916,
974,29,974-29,Leaf,,,,,0.000570900156,6030.87598,
974,30,974-30,Leaf,,,,,-0.00421578763,374.233185,
975,0,975-0,f1,4.6833334,975-1,975-2,975-2,1.26872134,1161290.25,
975,1,975-1,f0,0.738846838,975-3,975-4,975-4,15.7505951,198341.75,
975,2,975-2,f0,-1.47579098,975-5,975-6,975-6,11.9212847,962948.438,
975,3,975-3,f0,0.279319048,975-7,975-8,975-8,15.7748327,155091.109,
975,4,975-4,f1,3.20000005,975-9,975-10,975-10,26.2667561,43250.6484,
975,5,975-5,f1,6.4666667,975-11,975-12,975-12,39.8393059,4083.71753,
975,6,975-6,f0,2.05374885,975-13,975-14,975-14,4.46694279,958864.75,
975,7,975-7,f0,-0.772193193,975-15,975-16,975-16,14.7748337,118650.406,
975,8,975-8,f1,4.0333333,975-17,975-18,975-18,14.5248699,36440.7031,
975,9,975-9,f0,1.64485359,975-19,975-20,975-20,11.6104212,24414.4141,
975,10,975-10,f0,1.40507162,975-21,975-22,975-22,42.2292519,18836.2363,
975,11,975-11,f1,5.25,975-23,975-24,975-24,21.6247482,1727.70471,
975,12,975-12,f1,7.86666679,975-25,975-26,975-26,14.4924831,2356.0127,
975,13,975-13,f0,1.88079357,975-27,975-28,975-28,5.00320625,958439.125,
975,14,975-14,f1,7.73333311,975-29,975-30,975-30,10.8298779,425.599701,
975,15,975-15,Leaf,,,,,0.000590147392,33340.5117,
975,16,975-16,Leaf,,,,,-0.000154629146,85309.8906,
975,17,975-17,Leaf,,,,,0.000466758996,29074.3711,
975,18,975-18,Leaf,,,,,0.00195809244,7366.33252,
975,19,975-19,Leaf,,,,,0.00053916499,19822.9492,
975,20,975-20,Leaf,,,,,-0.00113488815,4591.46289,
975,21,975-21,Leaf,,,,,-0.00200765789,14807.4072,
975,22,975-22,Leaf,,,,,0.00145619712,4028.82959,
975,23,975-23,Leaf,,,,,-0.00113983557,727.396179,
975,24,975-24,Leaf,,,,,-0.00793816801,1000.30859,
975,25,975-25,Leaf,,,,,0.00381074799,937.313904,
975,26,975-26,Leaf,,,,,-0.000994408503,1418.69885,
975,27,975-27,Leaf,,,,,4.58563227e-06,957980.5,
975,28,975-28,Leaf,,,,,0.00313533004,458.625427,
975,29,975-29,Leaf,,,,,-0.00528310193,350.31546,
975,30,975-30,Leaf,,,,,0.00719344104,75.2842636,
976,0,976-0,f5,0.479999989,976-1,976-2,976-2,0.924082994,1161014.0,
976,1,976-1,f1,1.4666667,976-3,976-4,976-4,1.03784537,1156664.38,
976,2,976-2,f1,3.13333344,976-5,976-6,976-6,15.0832701,4349.61719,
976,3,976-3,f0,1.40507162,976-7,976-8,976-8,17.0598602,25545.6895,
976,4,976-4,f1,1.5333333,976-9,976-10,976-10,5.41867733,1131118.62,
976,5,976-5,f1,2.0333333,976-11,976-12,976-12,22.8362942,2650.67773,
976,6,976-6,f1,3.5,976-13,976-14,976-14,37.0171204,1698.93945,
976,7,976-7,f0,-0.358458787,976-15,976-16,976-16,16.8105793,23673.9844,
976,8,976-8,f1,0.616666675,976-17,976-18,976-18,48.5308418,1871.70569,
976,9,976-9,f0,0.176374167,976-19,976-20,976-20,26.4973373,2442.09351,
976,10,976-10,f0,1.40507162,976-21,976-22,976-22,2.92221069,1128676.62,
976,11,976-11,f1,1.4666667,976-23,976-24,976-24,5.70519209,1729.35168,
976,12,976-12,f3,0.0199999996,976-25,976-26,976-26,7.53813171,921.326111,
976,13,976-13,f1,3.3166666,976-27,976-28,976-28,12.8865166,221.85466,
976,14,976-14,f1,3.66666675,976-29,976-30,976-30,16.1961727,1477.08472,
976,15,976-15,Leaf,,,,,-0.00108890829,7906.07861,
976,16,976-16,Leaf,,,,,0.00060604536,15767.9053,
976,17,976-17,Leaf,,,,,0.00676995376,370.923035,
976,18,976-18,Leaf,,,,,-0.00533584692,1500.78271,
976,19,976-19,Leaf,,,,,0.00412218645,1399.67651,
976,20,976-20,Leaf,,,,,-0.00219322857,1042.41711,
976,21,976-21,Leaf,,,,,6.3675011e-06,1112169.38,
976,22,976-22,Leaf,,,,,0.000408460328,16507.2227,
976,23,976-23,Leaf,,,,,0.000991492998,1189.13403,
976,24,976-24,Leaf,,,,,-0.00272357138,540.217651,
976,25,976-25,Leaf,,,,,0.00634081336,869.157532,
976,26,976-26,Leaf,,,,,-0.00532275997,52.1685715,
976,27,976-27,Leaf,,,,,-0.00603301916,113.87957,
976,28,976-28,Leaf,,,,,-0.0205403846,107.975098,
976,29,976-29,Leaf,,,,,0.0118857995,94.8878479,
976,30,976-30,Leaf,,,,,-0.000863907277,1382.1969,
977,0,977-0,f2,0.400000006,977-1,977-2,977-2,1.44677615,1161334.12,
977,1,977-1,f0,2.05374885,977-3,977-4,977-4,1.36193609,1160991.38,
977,2,977-2,f1,1.0333333,977-5,977-6,977-6,2.38041043,342.739655,
977,3,977-3,f5,0.400000006,977-7,977-8,977-8,1.53463244,1158670.12,
977,4,977-4,f1,4.44999981,977-9,977-10,977-10,11.3396435,2321.28003,
977,5,977-5,f1,0.616666675,977-11,977-12,977-12,6.47476673,196.606537,
977,6,977-6,f1,4.98333311,977-13,977-14,977-14,5.71192074,146.133133,
977,7,977-7,f1,1.79999995,977-15,977-16,977-16,1.40673745,1103636.12,
977,8,977-8,f1,8.75,977-17,977-18,977-18,16.5672951,55033.9023,
977,9,977-9,f1,3.5999999,977-19,977-20,977-20,17.4863758,1858.2218,
977,10,977-10,f1,7.73333311,977-21,977-22,977-22,12.3646374,463.058197,
977,11,977-11,f1,0.516666651,977-23,977-24,977-24,6.01756001,113.752365,
977,12,977-12,f2,0.419999987,977-25,977-26,977-26,2.98484612,82.8541641,
977,13,977-13,f2,0.689999998,977-27,977-28,977-28,3.77095318,41.9137192,
977,14,977-14,f1,9.35000038,977-29,977-30,977-30,5.20493126,104.219414,
977,15,977-15,Leaf,,,,,0.000200833631,31876.6289,
977,16,977-16,Leaf,,,,,-1.39805888e-06,1071759.5,
977,17,977-17,Leaf,,,,,-0.000364973268,47512.9453,
977,18,977-18,Leaf,,,,,0.00115031248,7520.95557,
977,19,977-19,Leaf,,,,,0.00078658649,1668.47839,
977,20,977-20,Leaf,,,,,0.0103757698,189.743378,
977,21,977-21,Leaf,,,,,-0.00549083948,395.986908,
977,22,977-22,Leaf,,,,,0.00835534278,67.0712891,
