tte_bucket,distance_bucket,distance_bucket_start_cents,distance_bucket_end_cents,sample_size,best_model,best_log_loss,Standard Gaussian,Student-T df=5,Student-T df=3,Momentum-Adjusted Gaussian,Machine Learning (Logistic Regression),XGBoost,LightGBM,CatBoost,PySR (Symbolic Regression)
3,0-5c,0,5,18,LightGBM,0.6823543841342415,0.7096274696270619,0.7087832869626647,0.7082593209896267,0.6965745044824562,0.7068864444084407,0.7072434230059761,0.6823543841342415,0.6841467960355189,0.704899551371772
3,5-10c,5,10,10,Momentum-Adjusted Gaussian,0.6292721602928905,0.6418053400164362,0.6438688887077328,0.6451801874589682,0.6292721602928905,0.6316285138977673,0.6403708761696698,0.6309025966092424,0.6304083449455031,0.6540013818193241
3,10-15c,10,15,21,CatBoost,0.6437549928147656,0.650463703812114,0.6512681231251897,0.6518464312240396,0.6516125075772186,0.6478481039779291,0.6601038158459145,0.6542517653685815,0.6437549928147656,0.6566537462850074
3,15-20c,15,20,27,PySR (Symbolic Regression),0.6983534545113976,0.7156617566121669,0.7112244781485947,0.7086811796093307,0.7124611956659958,0.7198807223012856,0.7572985633843529,0.7744828225084718,0.7254690798352058,0.6983534545113976
3,20-25c,20,25,13,PySR (Symbolic Regression),0.7777180758976268,0.8356629573882309,0.8199901667476543,0.8109130003309288,0.8307627017995409,0.8542989540485905,0.8752102564883777,0.8764156949093465,0.8427840283579145,0.7777180758976268
3,25-30c,25,30,18,PySR (Symbolic Regression),0.7585822509844693,0.8212038896226649,0.7985636814882697,0.7861583676908794,0.8304741344645233,0.8431604970414451,0.85089742929634,0.8466610882985469,0.8740825076608156,0.7585822509844693
3,30-35c,30,35,20,LightGBM,0.4014582787388582,0.4141651259713307,0.4216520365333724,0.42711539290954426,0.4125910871010213,0.41293982373025767,0.4035361472586877,0.4014582787388582,0.4099785112049437,0.43550480627262245
3,35-40c,35,40,31,LightGBM,0.3054977985667737,0.31746168557542176,0.3285286860964228,0.3367077299978385,0.31996408760695166,0.31706141168726765,0.31515427786683503,0.3054977985667737,0.317179312277714,0.33764645394579973
3,40-45c,40,45,34,CatBoost,0.13610174392602423,0.1487635136584063,0.17295916509687648,0.18888789291405386,0.15479949481176167,0.14955731361421062,0.1403324679837616,0.15793778381345855,0.13610174392602423,0.1566870767038813
3,45-50c,45,50,82,Momentum-Adjusted Gaussian,0.09862550360847301,0.0988375102150044,0.11355618034851266,0.12703887575774567,0.09862550360847301,0.10275490677343703,0.10464944655117195,0.10792193207424292,0.10881319278820796,0.11166926710421919
2,0-5c,0,5,13,LightGBM,0.648695643703502,0.7085692868653553,0.7077445172249018,0.7072342952964245,0.6989242717944198,0.722877528348454,0.6923461991996533,0.648695643703502,0.6523562244213956,0.7040712604808649
2,5-10c,5,10,15,LightGBM,0.6889825153239839,0.690956295037602,0.6906707416882455,0.6905140158872901,0.6955321255214486,0.696119216968204,0.6922315576286958,0.6889825153239839,0.6939532016538649,0.6900654033515484
